0.7247706422	0.7868852459
0.7003058104	0.7868852459
0.6758409786	0.7868852459
0.6513761468	0.7868852459
0.626911315	0.7868852459
0.6024464832	0.7868852459
0.5779816514	0.7868852459
0.5535168196	0.7868852459
0.5290519878	0.7868852459
0.504587156	0.7868852459
0.4801223242	0.7868852459
0.4556574924	0.7868852459
0.4311926606	0.7868852459
0.4067278287	0.7868852459
0.3822629969	0.7868852459
0.3577981651	0.7868852459
0.3333333333	0.7868852459
0.3088685015	0.7868852459
0.2844036697	0.7868852459
0.2844036697	0.7625986642
0.2844036697	0.7383120826
0.2844036697	0.7140255009
0.2844036697	0.6897389192
0.2844036697	0.6654523376
0.2844036697	0.6411657559
0.2844036697	0.6168791743
0.2844036697	0.5925925926
0.2844036697	0.5683060109
0.2844036697	0.5440194293
0.2844036697	0.5197328476
0.2844036697	0.4954462659
0.6788990826	0.4893746205
0.6544342508	0.4893746205
0.629969419	0.4893746205
0.6055045872	0.4893746205
0.5810397554	0.4893746205
0.5565749235	0.4893746205
0.5321100917	0.4893746205
0.5076452599	0.4893746205
0.4831804281	0.4893746205
0.4587155963	0.4893746205
0.4342507645	0.4893746205
0.4097859327	0.4893746205
0.3853211009	0.4893746205
0.3608562691	0.4893746205
0.3363914373	0.4893746205
0.3119266055	0.4893746205
0.2874617737	0.4893746205
0.2844036697	0.4650880389
0.2844036697	0.4408014572
0.2844036697	0.4165148755
0.2844036697	0.3922282939
0.2844036697	0.3679417122
0.2844036697	0.3436551305
0.2844036697	0.3193685489
0.2844036697	0.2950819672
0.2844036697	0.2707953855
0.2844036697	0.2465088039
0.2844036697	0.2222222222
0.3088685015	0.2125075896
0.3333333333	0.2125075896
0.3577981651	0.2125075896
0.3822629969	0.2125075896
0.4067278287	0.2125075896
0.4311926606	0.2125075896
0.4556574924	0.2125075896
0.4801223242	0.2125075896
0.504587156	0.2125075896
0.5290519878	0.2125075896
0.5535168196	0.2125075896
0.5779816514	0.2125075896
0.6024464832	0.2125075896
0.626911315	0.2125075896
0.6513761468	0.2125075896
0.6758409786	0.2125075896
0.7003058104	0.2125075896
