0.277675841	0.817243473
0.277675841	0.7929568913
0.277675841	0.7686703097
0.277675841	0.744383728
0.277675841	0.7200971463
0.277675841	0.6958105647
0.277675841	0.671523983
0.277675841	0.6472374013
0.277675841	0.6229508197
0.277675841	0.598664238
0.277675841	0.5743776563
0.277675841	0.5500910747
0.277675841	0.525804493
0.277675841	0.5015179114
0.277675841	0.4772313297
0.277675841	0.452944748
0.277675841	0.4286581664
0.277675841	0.4043715847
0.277675841	0.380085003
0.277675841	0.3557984214
0.277675841	0.3315118397
0.277675841	0.307225258
0.277675841	0.2829386764
0.277675841	0.2586520947
0.277675841	0.2343655131
0.277675841	0.2100789314
0.2923547401	0.2299532483
0.3070336391	0.2498275653
0.3217125382	0.2697018822
0.3363914373	0.2895761991
0.3510703364	0.3094505161
0.3657492355	0.329324833
0.3804281346	0.34919915
0.3951070336	0.3690734669
0.4097859327	0.3889477838
0.4244648318	0.4088221008
0.4391437309	0.4286964177
0.45382263	0.4485707347
0.4685015291	0.4684450516
0.4831804281	0.4883193685
0.4978593272	0.5081936855
0.5125382263	0.5280680024
0.5272171254	0.5479423194
0.5418960245	0.5678166363
0.5565749235	0.5876909532
0.5712538226	0.6075652702
0.5859327217	0.6274395871
0.6006116208	0.6473139041
0.6152905199	0.667188221
0.629969419	0.6870625379
0.644648318	0.7069368549
0.6593272171	0.7268111718
0.6740061162	0.7466854888
0.6886850153	0.7665598057
0.7033639144	0.7864341226
0.7180428135	0.8063084396
0.7180428135	0.7820218579
0.7180428135	0.7577352763
0.7180428135	0.7334486946
0.7180428135	0.7091621129
0.7180428135	0.6848755313
0.7180428135	0.6605889496
0.7180428135	0.6363023679
0.7180428135	0.6120157863
0.7180428135	0.5877292046
0.7180428135	0.563442623
0.7180428135	0.5391560413
0.7180428135	0.5148694596
0.7180428135	0.490582878
0.7180428135	0.4662962963
0.7180428135	0.4420097146
0.7180428135	0.417723133
0.7180428135	0.3934365513
0.7180428135	0.3691499696
0.7180428135	0.344863388
0.7180428135	0.3205768063
0.7180428135	0.2962902247
0.7180428135	0.272003643
0.7180428135	0.2477170613
0.7180428135	0.2234304797
0.7180428135	0.199143898
